id,cntry,stflife,happy,fltsd,fltdpr,enjlf,wrhpp,fltanx,fltpcfl,dclvlf,lchshcp,accdng,tmimdng,tmabdng,tmendng,dngval,sedirlf,optftr,lotsgot,pstvms,flrms,wrbknrm,deaimpp,flteeff,slprl,cldgng,enrglot,ppltrst,pplfair,pplhlp,pplahlp,flclpla,inprdsc,flapppl,rehlppl,fltlnl
10364,HU,8,8,2,1,3,3,2,3,2,4,2,9,9,9,2,8,3,2,2,4,4,7,1,1,1,3,9,9,8,6,2,4,9,6,1
10366,HU,8,7,1,1,3,3,2,3,3,4,2,10,10,10,2,8,3,2,2,4,4,6,1,1,4,4,8,8,7,5,2,4,8,6,1
10368,HU,7,7,1,2,3,3,2,3,3,4,2,10,10,10,1,8,3,2,2,4,4,7,1,1,1,4,7,7,7,5,2,5,9,5,1
10370,HU,2,4,4,4,1,2,4,2,3,1,5,3,3,3,4,3,5,4,5,2,1,2,4,4,4,4,4,5,5,4,2,1,5,4,2
10371,HU,5,7,2,2,2,4,1,3,2,3,2,5,6,6,3,7,3,2,3,5,5,7,2,2,2,2,8,6,6,5,1,3,7,5,1
10374,HU,7,8,2,2,3,4,1,4,2,3,2,6,7,7,2,8,2,3,2,5,4,6,3,3,1,3,7,8,6,5,2,3,8,6,1
10375,HU,3,5,2,3,2,2,3,2,2,2,4,2,4,4,5,2,3,4,3,4,3,3,3,3,3,1,2,2,2,4,1,1,5,4,2
10376,HU,4,6,2,2,3,3,1,2,2,3,2,7,7,8,2,6,2,2,3,5,4,5,2,2,2,3,6,7,5,3,1,2,5,5,1
10377,HU,6,7,2,2,2,3,2,3,2,3,2,7,7,6,3,6,2,3,3,4,4,3,2,2,2,3,6,7,6,5,2,0,7,5,2
10378,HU,2,2,4,3,1,1,3,2,2,3,5,3,3,3,5,3,5,3,3,1,2,3,3,2,3,1,6,6,5,3,1,0,5,3,4
10379,HU,1,3,3,3,2,2,3,1,3,3,5,2,2,2,4,2,5,3,5,3,2,2,3,3,3,3,5,4,3,2,4,0,3,2,2
10380,HU,7,8,2,1,4,4,2,3,2,3,2,8,8,9,2,7,2,2,3,4,5,7,2,2,1,3,6,6,6,5,1,1,7,6,1
10382,HU,8,8,1,1,3,4,2,3,1,2,2,8,8,8,2,9,2,2,2,5,5,6,1,2,1,3,8,6,8,5,2,3,8,6,1
10385,HU,7,7,1,1,3,3,1,3,1,3,2,7,8,7,2,8,2,2,3,5,5,6,2,2,2,3,7,7,6,5,1,2,7,6,1
10387,HU,5,7,2,2,3,3,1,3,2,2,3,4,4,4,3,5,2,2,3,5,5,3,2,2,2,3,6,5,6,5,2,1,7,6,2
10389,HU,3,5,3,4,2,2,2,1,3,2,4,3,3,3,4,4,5,3,5,5,3,2,4,3,3,2,6,6,2,2,1,2,4,2,2
10394,HU,3,5,4,4,3,2,4,2,3,2,5,3,3,3,3,1,5,4,4,2,2,2,3,3,4,1,4,3,5,6,1,2,6,6,2
10396,HU,8,8,1,2,3,4,2,4,2,3,2,8,7,7,2,8,2,2,2,5,5,7,2,3,2,3,5,6,5,5,1,3,7,6,1
10398,HU,8,9,1,1,4,4,2,3,1,3,2,8,8,8,2,7,1,2,2,5,4,6,1,2,1,3,7,7,7,5,1,3,8,6,1
10399,HU,6,6,2,2,3,3,2,3,2,2,3,6,4,4,4,6,3,2,3,4,4,2,2,2,2,3,5,7,5,4,1,1,5,6,1
10401,HU,6,7,2,2,3,3,1,3,2,3,2,8,7,7,2,7,3,3,3,4,4,5,2,2,1,3,6,7,7,4,1,1,7,6,1
10403,HU,6,7,2,2,3,3,1,3,2,3,2,7,7,6,3,6,3,2,3,5,5,4,2,2,2,2,6,6,6,4,1,1,6,4,1
10406,HU,7,7,2,2,3,2,2,3,2,3,3,4,5,4,3,4,3,2,3,3,4,3,3,3,2,1,5,6,5,3,2,0,6,4,4
10407,HU,8,8,1,1,3,4,1,3,2,3,2,8,8,9,3,9,2,2,3,5,5,7,1,2,1,3,8,7,8,6,1,3,9,6,1
10408,HU,7,7,2,2,2,3,1,3,2,3,2,8,8,7,2,7,3,2,3,4,5,6,2,2,1,2,6,7,6,4,1,1,7,5,1
10410,HU,7,7,2,2,3,4,2,3,2,3,2,10,10,10,1,10,2,1,2,5,5,6,1,2,1,2,7,7,7,5,1,3,10,6,1
10411,HU,6,7,2,2,2,3,2,3,2,5,2,8,8,7,2,8,2,2,3,5,5,2,4,4,2,2,7,3,2,6,3,4,8,5,2
10412,HU,2,3,3,3,2,2,4,2,4,3,3,4,3,3,3,2,5,4,5,5,1,2,4,4,4,2,4,2,5,2,5,2,3,4,2
10413,HU,8,7,1,2,3,3,2,2,2,1,2,8,8,7,1,9,3,2,3,5,5,7,4,2,2,3,4,3,7,4,3,4,9,4,1
10414,HU,8,9,2,2,3,3,2,3,1,3,1,8,7,7,1,9,2,2,2,5,2,6,3,2,2,2,4,6,6,5,1,4,8,5,1
10415,HU,7,6,1,2,3,2,2,3,1,4,4,6,6,5,1,7,3,2,3,5,4,2,3,3,1,3,4,2,1,4,2,2,6,4,1
10416,HU,6,7,1,1,3,3,2,3,1,5,1,8,8,5,2,8,2,1,2,5,,7,4,3,1,4,2,9,1,4,2,2,9,4,1
10420,HU,7,7,2,2,2,3,4,3,2,4,2,9,9,6,2,8,2,1,2,5,2,6,2,2,2,4,1,1,1,4,1,4,8,4,3
10421,HU,3,4,3,4,2,2,3,2,5,2,4,3,4,2,3,5,5,4,4,2,1,1,4,4,3,2,4,5,1,3,3,1,7,5,4
10423,HU,8,9,2,1,3,4,1,4,2,4,2,8,8,6,1,9,1,1,1,5,5,8,2,2,2,3,1,3,8,5,2,2,9,6,1
10424,HU,1,2,2,3,2,2,3,3,3,2,2,8,8,6,2,5,5,2,5,4,2,7,3,4,2,1,1,1,1,3,4,1,8,5,2
10426,HU,6,2,3,3,2,2,4,2,4,1,3,3,4,4,5,6,5,3,5,2,1,0,4,4,4,1,7,6,6,0,4,2,4,5,4
10432,HU,7,7,2,2,2,3,3,2,4,2,4,6,6,5,3,4,3,4,3,5,2,2,3,3,3,2,2,3,7,3,4,4,7,5,3
10436,HU,4,7,2,2,2,3,2,2,1,2,2,9,9,9,2,9,3,2,2,3,5,5,2,2,2,2,3,5,5,2,2,1,8,4,2
10438,HU,7,5,1,2,1,2,1,3,2,2,2,9,9,9,2,5,2,2,2,5,4,6,2,2,1,2,7,5,5,5,1,1,6,5,3
10440,HU,6,4,2,2,3,3,3,3,3,5,5,6,7,4,2,4,2,4,3,3,5,6,2,3,4,,3,6,4,3,4,4,5,3,3
10442,HU,4,4,3,2,3,2,4,4,2,4,3,5,4,3,2,5,2,4,3,3,4,7,3,2,2,4,5,5,6,3,4,2,6,3,4
10443,HU,4,5,4,2,4,4,4,4,3,4,4,6,7,7,4,5,2,4,3,4,4,4,3,4,4,4,4,4,3,4,5,2,5,2,3
10444,HU,4,5,3,1,2,4,3,2,3,4,4,5,4,4,3,5,2,3,3,4,4,6,3,4,3,3,4,7,4,3,4,2,7,3,3
10445,HU,6,5,2,2,4,4,2,4,4,2,4,6,7,7,4,6,2,4,3,4,4,7,1,1,1,4,6,6,7,2,4,2,6,3,2
10447,HU,5,5,3,2,3,3,3,3,3,4,4,5,4,5,3,6,2,4,4,4,4,5,4,3,3,2,6,8,6,3,4,1,5,3,2
10448,HU,6,5,2,2,3,4,4,3,4,3,4,4,6,8,2,6,3,3,4,4,4,5,4,4,4,4,4,4,5,2,2,2,6,3,3
10449,HU,5,4,2,2,4,4,2,3,1,3,4,5,3,7,3,7,2,3,2,5,4,6,2,2,2,4,4,4,5,4,4,3,5,3,3
10450,HU,7,4,2,2,3,4,2,4,4,3,2,5,6,4,3,7,2,2,4,4,3,6,3,4,4,4,4,8,7,3,3,4,5,3,2
10452,HU,5,6,2,1,4,4,2,4,2,4,3,5,7,8,2,6,2,4,3,3,4,7,2,3,2,4,6,6,7,3,4,2,6,4,2
10454,HU,5,5,2,1,4,3,2,4,3,2,5,5,3,7,4,7,3,3,2,5,4,6,2,2,2,4,7,7,6,3,4,4,7,3,1
10455,HU,6,4,2,2,2,3,2,3,2,4,3,7,5,6,2,6,3,3,2,4,3,5,3,3,2,2,4,6,7,5,4,3,7,3,2
10456,HU,6,5,1,1,3,2,1,3,3,2,4,6,4,4,2,7,2,4,3,4,4,7,2,2,2,2,4,6,5,4,3,2,5,2,2
10457,HU,6,7,1,2,3,3,1,4,3,4,2,5,3,6,3,7,3,4,2,3,3,6,2,3,1,3,5,6,7,2,3,4,6,3,1
10458,HU,5,6,2,1,2,3,1,3,2,4,4,5,4,6,3,6,2,3,3,4,3,6,2,2,2,3,5,6,7,2,4,1,7,3,2
10459,HU,6,5,2,1,3,4,2,4,3,4,2,5,4,7,2,5,2,4,3,3,3,7,2,3,4,4,4,6,7,4,4,2,5,4,2
10460,HU,5,6,1,1,3,4,1,4,2,4,3,4,5,6,2,6,2,4,3,4,4,5,1,1,1,3,6,5,6,3,4,1,6,3,1
10461,HU,4,5,1,1,3,3,2,4,4,2,4,4,6,7,4,7,2,2,3,4,4,5,1,1,1,4,4,7,6,3,4,3,7,3,2
10462,HU,7,7,1,1,1,4,2,4,2,3,4,6,4,8,3,5,2,4,3,4,4,5,2,2,1,3,4,6,7,3,4,3,7,3,2
10463,HU,4,5,1,1,3,3,1,3,2,3,4,5,6,6,3,5,2,3,3,4,4,6,1,2,1,3,3,6,7,1,3,3,5,3,2
10465,HU,8,8,1,1,4,4,1,4,1,2,2,10,10,10,2,9,1,2,1,5,5,5,1,2,1,2,7,6,7,4,1,3,8,6,1
10466,HU,8,8,1,1,3,3,2,3,2,2,2,10,10,10,2,6,2,2,2,5,2,7,1,1,1,2,7,6,6,3,1,0,7,5,1
10467,HU,8,7,1,1,3,3,3,1,2,2,2,9,9,9,2,8,1,2,1,5,5,5,1,1,1,3,6,8,4,3,1,1,7,5,1
10468,HU,8,8,1,1,3,3,1,3,2,2,1,10,10,10,2,5,1,2,1,5,4,5,2,1,2,3,6,6,6,4,1,1,9,5,1
10472,HU,8,8,1,1,4,4,1,4,2,2,2,10,10,10,1,10,1,1,1,5,5,8,1,2,1,2,8,5,7,5,1,1,9,6,1
10473,HU,8,8,1,1,3,3,1,3,2,4,2,9,9,9,2,6,1,2,1,5,4,6,1,1,1,1,7,5,7,4,1,2,8,6,1
10474,HU,7,7,1,1,3,3,1,3,2,2,2,9,9,9,2,5,2,2,2,5,5,7,1,1,1,3,6,5,5,5,1,2,8,5,1
10477,HU,8,7,1,1,3,3,1,3,2,3,2,9,9,9,2,8,1,2,1,5,5,5,2,1,1,2,5,5,3,5,1,2,9,6,1
10478,HU,4,6,1,1,3,4,1,3,3,4,4,6,4,5,4,5,2,3,3,4,3,5,3,2,2,3,6,4,7,2,4,3,6,2,2
10479,HU,6,6,2,2,4,4,2,3,3,5,4,5,7,4,3,6,2,4,4,3,3,6,2,2,2,4,4,7,6,5,3,2,7,3,2
10480,HU,6,4,3,2,4,4,1,2,2,4,3,5,3,7,3,7,2,4,3,4,3,6,3,2,2,2,6,6,6,2,3,1,5,4,2
10481,HU,4,2,2,1,3,3,2,3,4,3,3,6,5,4,3,6,3,3,4,3,2,5,2,2,2,3,5,4,8,3,4,1,6,4,2
10482,HU,7,4,2,2,4,4,2,4,3,4,4,4,6,7,3,4,2,3,3,3,4,5,1,2,1,3,4,5,6,2,3,2,7,3,2
10484,HU,6,5,2,2,3,3,2,4,3,2,4,5,6,7,3,6,2,4,3,4,3,6,1,2,3,3,4,6,7,3,3,3,7,3,3
10485,HU,5,5,2,2,2,3,2,3,2,4,3,6,4,6,3,5,2,4,4,4,3,7,2,2,2,2,5,5,4,4,4,2,6,3,2
10486,HU,6,5,2,1,3,3,1,4,3,2,4,7,5,6,3,7,2,3,3,4,3,5,2,2,2,3,4,5,4,4,4,2,6,3,2
10487,HU,4,4,1,1,4,3,1,4,2,3,4,4,3,5,3,7,3,4,4,4,4,6,1,1,1,3,4,6,5,3,4,3,5,3,2
10489,HU,6,6,4,3,4,2,3,3,3,4,4,5,7,7,3,5,3,4,4,5,4,4,4,4,3,2,4,5,7,5,4,2,5,4,3
10491,HU,5,4,2,3,3,4,3,2,3,2,4,6,4,7,3,5,2,4,3,4,4,4,2,3,4,3,3,4,6,2,3,3,5,3,2
10493,HU,6,5,3,3,3,3,3,3,3,4,2,4,7,7,2,7,2,4,3,4,3,5,2,3,2,3,3,4,5,2,4,2,5,3,2
10497,HU,8,8,1,1,2,3,1,3,3,4,2,8,9,9,2,8,3,2,2,4,3,7,1,1,1,3,9,9,9,4,3,2,7,6,1
10500,HU,8,6,2,2,2,2,2,2,3,3,2,8,8,7,2,7,3,2,3,3,3,6,1,1,2,2,7,5,5,4,3,1,6,5,2
10502,HU,8,8,2,1,4,3,2,3,2,4,2,10,10,10,2,10,2,2,2,5,5,8,1,1,1,4,8,8,6,6,2,4,9,6,1
10503,HU,9,9,2,2,3,3,2,2,2,4,2,8,9,8,2,9,2,2,2,4,3,8,2,2,2,2,8,8,7,4,2,2,7,6,1
10506,HU,9,9,1,1,3,3,2,3,3,3,3,8,7,7,3,8,2,3,2,4,4,4,1,2,2,3,8,6,6,5,3,2,7,6,1
10511,HU,9,9,1,1,3,2,1,2,2,3,2,7,8,6,3,8,2,2,3,3,3,7,1,2,1,1,8,7,7,5,3,3,7,6,1
10512,HU,6,7,1,1,3,3,1,3,2,5,1,10,10,10,1,9,1,1,2,5,4,8,1,1,1,3,4,5,5,4,3,1,8,5,1
10513,HU,8,8,1,2,3,3,2,3,2,2,2,9,9,9,2,9,2,2,2,4,4,6,,2,1,2,3,4,7,5,2,4,7,6,1
10515,HU,8,9,1,1,3,4,1,3,2,3,2,8,8,8,2,9,2,2,2,5,3,6,2,2,2,3,7,7,7,4,3,3,7,6,1
10516,HU,8,8,1,1,3,3,2,3,2,3,2,9,9,9,2,8,2,2,2,4,4,5,1,2,2,1,5,5,7,2,2,2,6,5,2
10518,HU,5,7,,2,3,4,3,3,4,3,2,9,9,9,2,8,2,2,3,3,3,7,2,3,,,5,5,7,4,2,2,8,5,1
10519,HU,9,9,1,1,3,3,1,2,1,4,2,8,7,7,2,9,1,2,1,5,3,8,1,1,1,3,9,8,7,5,4,2,8,5,2
10520,HU,7,6,1,1,2,3,2,3,2,4,2,9,8,8,2,9,2,2,2,4,3,7,1,2,1,3,7,6,6,5,3,2,9,6,1
10521,HU,7,8,1,1,1,3,2,3,1,2,2,8,8,8,2,5,1,2,2,4,4,8,1,1,2,1,5,5,5,1,2,1,5,4,1
10522,HU,6,7,2,2,2,2,2,2,2,2,2,8,8,9,2,8,2,2,2,2,2,5,2,2,2,2,7,7,7,4,3,2,7,4,2
10523,HU,8,10,1,1,3,3,1,2,2,5,1,10,10,9,2,10,2,2,2,4,4,9,2,2,1,3,7,7,6,5,4,3,9,5,1
10524,HU,8,9,1,1,3,3,1,2,2,4,2,10,9,8,2,9,2,2,2,5,3,7,1,2,1,3,8,8,8,6,3,3,9,6,1
10525,HU,7,8,1,1,3,3,1,3,2,3,3,8,8,8,2,7,2,2,2,4,3,6,1,1,1,1,7,8,8,2,2,1,6,5,1
10526,HU,9,8,2,2,2,3,2,3,2,2,2,8,8,8,2,5,2,2,2,2,4,5,2,2,1,2,7,7,6,1,2,2,6,5,1
10528,HU,7,8,,1,3,3,2,3,2,2,2,9,9,9,2,8,2,2,2,4,4,5,2,2,,2,5,3,6,2,1,1,7,4,1
10530,HU,8,9,2,2,2,2,2,2,2,4,3,8,7,6,2,7,2,2,2,4,4,7,2,2,2,2,9,9,9,4,3,2,6,5,2
10531,HU,7,9,1,1,3,3,1,1,2,2,2,9,9,9,2,5,2,2,2,4,5,5,2,2,1,3,7,7,7,3,2,2,4,5,2
10532,HU,,5,2,1,4,4,2,3,3,2,2,5,5,5,2,8,1,3,1,4,3,5,2,2,2,3,5,5,5,4,3,4,5,5,2
10533,HU,10,10,1,1,4,4,1,4,1,3,3,9,9,9,1,10,1,1,1,,,8,1,1,1,3,0,0,4,6,1,2,10,6,1
10535,HU,4,2,3,4,3,4,2,3,2,3,3,3,3,3,3,4,4,3,2,5,3,3,4,1,2,2,5,1,1,3,2,1,7,4,2
10536,HU,7,4,2,2,2,2,2,3,2,4,2,8,8,8,1,7,2,3,4,3,2,6,1,1,2,1,6,5,6,5,2,1,10,4,3
10538,HU,7,7,1,1,3,3,2,3,1,3,2,10,10,10,1,10,2,1,2,4,3,5,2,2,1,3,8,8,8,5,2,4,9,6,2
10540,HU,7,8,1,1,4,4,2,3,1,5,2,10,10,10,1,10,1,1,1,5,5,8,1,2,1,4,4,5,6,6,2,4,10,6,1
10548,HU,3,2,3,2,2,2,2,2,3,3,4,10,10,10,4,4,5,3,2,5,2,3,2,1,3,2,2,2,4,2,1,0,9,5,4
10551,HU,7,7,1,2,4,4,1,4,1,3,3,2,4,3,1,2,2,1,2,5,4,2,1,2,1,4,7,8,8,4,2,4,7,2,1
10553,HU,2,5,1,2,3,3,2,4,1,2,2,8,8,8,2,8,3,2,3,4,3,5,2,2,2,3,2,3,6,5,2,2,8,5,1
10555,HU,6,6,2,2,2,3,2,3,1,3,2,8,8,8,2,8,3,2,2,4,4,5,2,2,2,3,6,6,7,4,2,4,9,5,2
10558,HU,8,8,1,1,3,3,1,3,2,2,2,10,10,10,2,10,1,2,1,5,5,5,1,1,1,3,7,5,6,5,1,2,7,6,1
10559,HU,6,6,1,1,4,4,1,4,1,3,3,6,4,7,2,6,2,2,2,5,4,4,1,2,1,4,7,6,6,6,1,1,8,5,1
10560,HU,7,7,2,2,3,3,1,4,3,4,1,7,7,9,1,8,4,2,2,5,4,5,1,2,2,4,7,7,5,5,1,3,7,5,1
10561,HU,5,5,2,2,2,3,2,3,2,4,2,7,7,7,2,8,2,2,2,4,3,7,2,2,2,2,7,7,7,5,2,4,8,5,2
10564,HU,7,8,2,1,3,3,2,3,2,2,2,10,10,10,2,6,2,2,2,5,5,5,1,2,1,2,7,5,5,5,1,1,9,6,1
10565,HU,3,4,1,1,3,4,2,3,2,5,2,7,7,7,1,10,3,1,1,5,5,5,1,1,1,4,5,5,4,5,1,1,10,6,1
10566,HU,8,8,1,1,4,4,1,4,1,3,1,10,10,10,1,8,1,1,1,5,5,8,1,1,1,3,7,7,3,6,1,1,9,6,1
10568,HU,5,5,1,1,2,3,1,3,3,3,3,10,10,10,3,8,2,2,2,4,3,5,2,2,1,3,1,1,1,6,1,4,10,6,1
10569,HU,4,5,2,2,3,4,4,3,2,3,3,5,6,6,3,4,3,4,4,4,3,4,4,4,3,4,3,3,4,4,3,3,5,3,3
10570,HU,4,5,4,2,3,2,2,3,3,4,4,5,6,4,3,7,2,2,3,4,4,4,3,2,3,3,3,3,5,2,3,1,6,3,3
10571,HU,6,5,2,2,4,2,2,4,3,4,2,5,7,3,3,6,2,3,3,4,3,5,3,3,2,4,4,5,6,2,4,2,6,3,2
10572,HU,4,5,3,2,4,4,3,2,3,2,3,4,6,7,3,3,3,2,4,5,4,7,3,4,2,2,7,7,5,5,2,3,6,4,3
10573,HU,5,5,2,3,3,3,3,3,2,3,4,3,4,6,3,4,2,2,3,4,4,5,2,2,3,4,5,6,4,2,3,3,5,3,4
10574,HU,6,5,2,2,4,3,2,2,3,4,4,6,4,4,2,4,2,3,4,3,4,4,1,3,2,3,3,5,7,4,4,3,6,2,2
10576,HU,5,6,3,3,3,3,2,3,2,3,4,5,4,6,3,5,2,4,4,4,4,4,2,3,4,3,4,6,5,2,4,4,5,3,2
10579,HU,6,6,3,3,3,2,4,3,3,4,4,7,4,5,3,5,3,5,3,2,3,3,4,3,4,4,3,4,3,3,4,2,4,2,2
10580,HU,5,6,2,2,3,2,2,3,3,5,4,6,4,7,3,8,2,2,4,4,4,5,4,3,3,4,5,7,6,5,3,1,8,3,1
10581,HU,7,6,2,1,2,3,2,4,2,5,4,6,8,7,3,7,3,4,4,4,3,4,3,3,2,3,7,5,7,5,3,3,6,3,2
10582,HU,5,6,3,2,4,4,3,3,2,3,4,4,5,3,3,4,2,4,3,4,4,5,2,3,3,2,4,7,5,3,3,3,6,2,4
10583,HU,5,5,3,2,4,4,3,2,2,4,4,4,6,6,2,6,3,4,2,4,3,5,3,3,3,4,5,5,6,5,3,3,4,3,4
10584,HU,7,6,2,2,4,4,2,4,3,2,4,7,8,5,4,7,4,3,3,4,3,5,2,3,2,4,5,6,7,2,3,3,6,4,2
10585,HU,4,4,2,2,4,2,2,3,3,4,5,7,5,6,2,7,2,4,3,4,5,6,3,3,2,2,4,4,7,4,4,5,7,3,3
10590,HU,7,6,2,2,2,4,2,4,3,5,4,5,7,8,4,7,2,5,3,4,4,7,3,3,3,4,7,5,6,5,4,2,6,4,4
10595,HU,9,8,1,1,4,4,1,4,1,5,1,0,10,8,1,10,2,2,2,5,5,5,2,3,2,3,0,0,0,2,2,3,10,6,1
10597,HU,8,8,1,2,4,4,3,2,1,3,2,8,9,6,1,8,4,2,3,5,4,6,2,2,1,3,1,2,1,1,2,1,3,5,1
10598,HU,8,8,1,1,1,1,3,2,5,3,2,10,8,8,3,7,1,2,2,5,2,2,2,2,2,4,8,0,2,2,2,2,5,6,2
10599,HU,5,2,4,4,3,1,4,3,1,5,5,5,2,2,3,1,5,3,3,2,1,2,4,3,4,1,3,9,4,2,1,0,7,5,4
10601,HU,6,7,1,1,4,4,2,3,2,2,3,9,9,7,3,8,3,3,2,5,4,7,1,2,1,3,5,7,3,0,3,1,8,5,1
10602,HU,8,7,1,2,3,4,1,3,3,2,3,5,5,4,4,5,3,4,3,5,3,3,1,2,1,1,4,5,3,3,4,3,8,3,1
10603,HU,7,8,1,1,4,4,1,4,2,3,3,6,4,4,3,6,3,3,2,5,2,3,1,2,1,3,0,2,2,0,3,1,5,5,1
10604,HU,7,7,1,1,3,3,1,3,2,3,3,7,6,6,4,5,3,2,2,4,4,2,1,2,2,3,3,5,4,2,2,2,8,6,1
10605,HU,2,1,2,4,1,1,2,3,4,5,5,4,2,0,5,1,5,4,5,1,1,1,4,4,4,1,0,0,0,5,1,1,5,5,4
10607,HU,6,7,1,2,2,3,2,2,5,2,4,10,10,8,5,5,4,1,2,5,5,3,1,3,2,3,1,5,0,3,1,1,4,6,1
10608,HU,2,3,2,2,4,3,4,2,5,3,4,5,7,3,5,5,5,4,5,4,4,8,2,2,3,3,1,2,1,3,3,1,5,5,1
10609,HU,6,5,2,4,2,2,2,3,5,2,5,4,2,2,4,0,5,5,5,3,2,1,4,4,3,2,3,5,4,0,3,1,,3,3
10610,HU,7,7,1,1,4,4,1,3,4,2,3,7,7,6,5,6,2,3,2,5,4,2,1,2,1,3,0,4,1,3,3,3,8,3,1
10614,HU,7,6,2,1,4,1,2,4,1,4,3,8,7,7,2,7,2,2,3,5,4,7,1,2,2,2,4,7,3,3,2,2,8,5,2
10620,HU,6,6,2,2,3,3,2,3,3,3,3,8,7,7,3,7,3,2,2,4,4,6,1,1,2,3,7,7,6,4,2,3,7,5,2
10622,HU,6,7,2,1,3,3,2,3,3,4,2,10,10,10,2,8,3,2,2,4,4,7,1,1,1,4,8,9,8,5,2,5,9,6,1
10623,HU,7,7,2,2,3,3,2,3,2,4,2,8,8,8,3,8,3,2,2,4,3,7,1,1,2,3,9,9,7,5,2,4,8,6,1
10626,HU,7,6,2,2,2,3,2,3,3,2,3,9,8,7,2,7,3,2,2,4,4,7,1,2,2,3,8,8,8,5,2,3,9,5,2
10628,HU,7,8,2,1,3,3,1,3,2,4,2,10,10,10,2,8,2,2,2,5,4,8,1,2,1,3,7,8,8,5,2,2,8,5,1
10629,HU,8,9,1,1,3,3,2,3,2,4,2,10,10,10,2,9,2,2,2,5,4,8,1,2,1,3,7,8,5,6,1,4,10,6,1
10633,HU,7,7,2,1,3,3,2,3,2,4,2,10,9,7,2,7,3,2,2,4,4,7,1,1,1,3,7,8,7,5,2,3,8,5,1
10636,HU,10,8,1,1,3,3,2,3,2,4,1,10,10,10,1,10,2,2,2,5,4,7,1,1,1,3,9,9,8,6,2,5,9,6,1
10637,HU,8,8,1,1,3,3,2,3,2,4,1,9,9,9,2,8,3,2,2,4,3,7,1,1,1,4,9,9,8,5,2,4,8,5,1
10638,HU,8,8,2,1,3,3,2,3,2,3,2,8,8,8,3,8,3,2,2,4,3,7,1,2,1,3,9,9,9,5,2,5,9,6,1
10639,HU,8,7,2,2,3,3,2,3,2,3,2,8,8,8,3,8,3,3,2,4,3,7,1,2,1,3,8,8,7,5,2,4,8,6,1
10640,HU,7,8,2,1,3,3,2,3,2,3,2,10,8,9,2,7,3,2,2,4,3,6,1,1,1,4,9,8,8,5,1,4,8,6,1
10641,HU,7,7,1,2,3,3,2,3,3,2,3,8,8,8,3,7,3,2,2,4,3,6,1,1,1,4,7,7,7,4,2,3,8,5,1
10642,HU,7,7,2,1,3,3,2,3,3,2,3,8,8,7,2,7,3,2,2,4,3,6,1,2,1,3,7,7,7,4,2,4,7,5,1
10643,HU,7,7,2,2,3,3,2,3,3,4,2,10,10,8,2,7,3,2,2,4,4,7,1,1,1,3,7,7,6,5,1,4,8,5,1
10644,HU,9,9,1,1,4,4,2,3,2,4,2,10,10,10,2,10,2,2,2,4,4,8,1,1,1,4,8,9,8,6,2,5,8,6,1
10645,HU,7,7,2,2,3,3,2,3,2,2,3,7,7,7,3,7,3,3,3,4,3,6,2,2,2,2,7,7,7,4,2,4,8,6,1
10647,HU,6,7,1,2,2,1,2,3,2,2,2,8,7,7,3,7,3,3,3,4,3,7,2,3,2,2,8,8,7,5,1,4,9,6,3
10651,HU,7,8,1,1,4,4,2,3,2,4,2,9,9,8,2,8,3,2,2,5,4,7,1,2,1,4,7,7,5,5,2,2,8,5,1
10652,HU,7,7,2,2,3,3,1,3,2,2,2,9,8,8,3,8,3,2,2,5,4,7,1,2,1,3,7,7,6,5,2,3,8,4,2
10655,HU,8,8,1,1,3,3,2,3,2,4,2,10,10,10,2,8,2,2,2,5,4,7,1,1,1,4,8,9,7,5,2,3,9,6,1
10658,HU,9,9,1,1,4,4,1,4,3,4,2,10,10,10,3,10,1,2,1,5,5,9,1,1,1,4,8,9,7,6,2,5,,6,1
10663,HU,7,8,2,1,3,3,2,3,2,4,2,10,10,10,2,9,2,2,2,4,4,8,1,1,1,3,8,8,7,5,2,3,9,6,1
10664,HU,7,7,2,2,3,3,2,3,2,4,3,9,9,8,3,7,3,3,2,4,3,7,1,1,1,3,8,9,7,5,2,4,8,5,1
10665,HU,8,7,2,1,3,3,2,3,2,4,2,10,10,10,1,9,3,2,2,5,4,6,1,2,1,4,9,9,7,4,2,4,9,6,1
10666,HU,7,8,1,1,3,3,2,3,2,4,2,8,8,8,3,8,3,2,2,4,4,8,1,2,1,3,7,7,7,5,2,4,8,6,1
10667,HU,9,9,1,1,4,4,1,4,2,4,1,10,10,10,2,10,1,2,1,5,4,8,1,1,1,4,7,7,7,6,2,4,9,6,1
10668,HU,10,9,2,1,4,4,1,4,2,5,2,10,10,10,1,10,2,2,2,4,4,9,1,1,1,3,10,9,8,6,1,5,10,6,1
10671,HU,9,8,1,1,3,4,2,3,2,4,2,10,10,10,1,9,3,1,2,5,4,8,1,1,1,4,8,8,8,5,2,4,9,6,1
10672,HU,7,7,2,2,2,1,2,3,2,2,3,7,7,7,3,5,3,3,3,4,3,7,2,3,2,2,7,6,5,4,2,2,7,4,3
10673,HU,7,7,1,1,3,3,2,3,3,4,2,10,10,9,2,7,3,2,2,4,4,7,1,1,2,3,7,7,6,5,2,3,8,6,1
10674,HU,8,7,1,1,3,3,2,3,2,4,2,10,10,10,2,8,2,2,2,4,4,6,1,2,2,3,7,7,7,4,2,4,9,6,1
